system:index,first,time,.geo
20130101T00_0,87434.5390625,2013-01-01 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T01_0,87542.8125,2013-01-01 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T02_0,87617.5703125,2013-01-01 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T03_0,87659.6171875,2013-01-01 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T04_0,87652.046875,2013-01-01 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T05_0,87632.0546875,2013-01-01 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T06_0,87608.328125,2013-01-01 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T07_0,87531.296875,2013-01-01 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T08_0,87494.98828125,2013-01-01 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T09_0,87489.828125,2013-01-01 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T10_0,87520.77734375,2013-01-01 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T11_0,87577.7421875,2013-01-01 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T12_0,87628.66796875,2013-01-01 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T13_0,87717.46484375,2013-01-01 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T14_0,87722.109375,2013-01-01 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T15_0,87710.046875,2013-01-01 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T16_0,87649.58203125,2013-01-01 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T17_0,87533.5625,2013-01-01 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T18_0,87397.421875,2013-01-01 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T19_0,87347.72265625,2013-01-01 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T20_0,87287.7734375,2013-01-01 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T21_0,87243.71484375,2013-01-01 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T22_0,87278.2421875,2013-01-01 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130101T23_0,87287.9921875,2013-01-01 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T00_0,87401.9609375,2013-01-02 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T01_0,87469.11328125,2013-01-02 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T02_0,87574.47265625,2013-01-02 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T03_0,87615.328125,2013-01-02 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T04_0,87613.24609375,2013-01-02 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T05_0,87579.23828125,2013-01-02 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T06_0,87509.6796875,2013-01-02 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T07_0,87454.05078125,2013-01-02 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T08_0,87424.89453125,2013-01-02 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T09_0,87416.30859375,2013-01-02 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T10_0,87432.20703125,2013-01-02 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T11_0,87494.74609375,2013-01-02 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T12_0,87554.328125,2013-01-02 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T13_0,87608.85546875,2013-01-02 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T14_0,87631.96484375,2013-01-02 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T15_0,87606.69140625,2013-01-02 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T16_0,87561.9453125,2013-01-02 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T17_0,87442.96484375,2013-01-02 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T18_0,87323.0546875,2013-01-02 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T19_0,87290.3046875,2013-01-02 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T20_0,87204.91015625,2013-01-02 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T21_0,87213.3671875,2013-01-02 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T22_0,87256.4453125,2013-01-02 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130102T23_0,87316.39453125,2013-01-02 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T00_0,87403.125,2013-01-03 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T01_0,87491.19140625,2013-01-03 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T02_0,87572.55859375,2013-01-03 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T03_0,87616.8828125,2013-01-03 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T04_0,87634.71484375,2013-01-03 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T05_0,87626.4453125,2013-01-03 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T06_0,87568.87890625,2013-01-03 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T07_0,87545.91796875,2013-01-03 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T08_0,87493.55078125,2013-01-03 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T09_0,87519.953125,2013-01-03 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T10_0,87538.41015625,2013-01-03 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T11_0,87592.171875,2013-01-03 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T12_0,87628.9296875,2013-01-03 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T13_0,87686.41796875,2013-01-03 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T14_0,87713.6953125,2013-01-03 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T15_0,87709.01953125,2013-01-03 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T16_0,87670.94921875,2013-01-03 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T17_0,87570.7265625,2013-01-03 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T18_0,87443.01171875,2013-01-03 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T19_0,87422.640625,2013-01-03 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T20_0,87366.984375,2013-01-03 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T21_0,87320.3046875,2013-01-03 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T22_0,87367.97265625,2013-01-03 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130103T23_0,87447.26953125,2013-01-03 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T00_0,87546.34375,2013-01-04 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T01_0,87634.3359375,2013-01-04 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T02_0,87726.54296875,2013-01-04 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T03_0,87743.9921875,2013-01-04 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T04_0,87729.5546875,2013-01-04 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T05_0,87720.1015625,2013-01-04 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T06_0,87678.53125,2013-01-04 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T07_0,87611.34765625,2013-01-04 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T08_0,87588.328125,2013-01-04 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T09_0,87583.34375,2013-01-04 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T10_0,87622.62890625,2013-01-04 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T11_0,87701.0390625,2013-01-04 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T12_0,87760.9140625,2013-01-04 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T13_0,87832.6484375,2013-01-04 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T14_0,87853.80078125,2013-01-04 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T15_0,87849.59375,2013-01-04 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T16_0,87764.640625,2013-01-04 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T17_0,87660.5703125,2013-01-04 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T18_0,87541.49609375,2013-01-04 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T19_0,87442.92578125,2013-01-04 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T20_0,87373.83984375,2013-01-04 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T21_0,87378.81640625,2013-01-04 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T22_0,87409.27734375,2013-01-04 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130104T23_0,87478.41796875,2013-01-04 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T00_0,87557.03515625,2013-01-05 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T01_0,87607.48828125,2013-01-05 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T02_0,87684.5546875,2013-01-05 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T03_0,87717.3828125,2013-01-05 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T04_0,87707.01953125,2013-01-05 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T05_0,87683.921875,2013-01-05 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T06_0,87632.20703125,2013-01-05 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T07_0,87561.08984375,2013-01-05 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T08_0,87537.30859375,2013-01-05 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T09_0,87565.9921875,2013-01-05 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T10_0,87604.6328125,2013-01-05 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T11_0,87673.046875,2013-01-05 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T12_0,87750.83984375,2013-01-05 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T13_0,87803.18359375,2013-01-05 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T14_0,87811.24609375,2013-01-05 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T15_0,87776.68359375,2013-01-05 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T16_0,87721.9921875,2013-01-05 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T17_0,87614.203125,2013-01-05 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T18_0,87507.125,2013-01-05 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T19_0,87432.94921875,2013-01-05 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T20_0,87365.81640625,2013-01-05 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T21_0,87336.3828125,2013-01-05 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T22_0,87358.40234375,2013-01-05 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130105T23_0,87397.63671875,2013-01-05 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T00_0,87483.6640625,2013-01-06 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T01_0,87557.07421875,2013-01-06 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T02_0,87618.54296875,2013-01-06 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T03_0,87637.734375,2013-01-06 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T04_0,87629.2734375,2013-01-06 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T05_0,87600.6640625,2013-01-06 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T06_0,87540.6484375,2013-01-06 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T07_0,87479.23828125,2013-01-06 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T08_0,87439.08984375,2013-01-06 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T09_0,87472.3203125,2013-01-06 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T10_0,87471.04296875,2013-01-06 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T11_0,87546.1640625,2013-01-06 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T12_0,87611.23046875,2013-01-06 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T13_0,87667.37890625,2013-01-06 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T14_0,87677.796875,2013-01-06 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T15_0,87661.1328125,2013-01-06 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T16_0,87585.8359375,2013-01-06 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T17_0,87510.99609375,2013-01-06 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T18_0,87371.3671875,2013-01-06 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T19_0,87317.5703125,2013-01-06 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T20_0,87234.64453125,2013-01-06 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T21_0,87213.671875,2013-01-06 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T22_0,87240.76953125,2013-01-06 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130106T23_0,87291.95703125,2013-01-06 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T00_0,87356.40234375,2013-01-07 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T01_0,87454.640625,2013-01-07 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T02_0,87529.4921875,2013-01-07 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T03_0,87571.328125,2013-01-07 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T04_0,87583.84375,2013-01-07 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T05_0,87563.18359375,2013-01-07 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T06_0,87518.125,2013-01-07 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T07_0,87477.4765625,2013-01-07 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T08_0,87419.515625,2013-01-07 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T09_0,87427.78515625,2013-01-07 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T10_0,87445.66796875,2013-01-07 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T11_0,87511.9609375,2013-01-07 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T12_0,87581.203125,2013-01-07 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T13_0,87624.9375,2013-01-07 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T14_0,87634.05859375,2013-01-07 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T15_0,87625.23828125,2013-01-07 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T16_0,87563.02734375,2013-01-07 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T17_0,87428.41796875,2013-01-07 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T18_0,87309.16796875,2013-01-07 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T19_0,87268.3671875,2013-01-07 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T20_0,87194.55859375,2013-01-07 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T21_0,87176.203125,2013-01-07 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T22_0,87222.42578125,2013-01-07 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130107T23_0,87252.80078125,2013-01-07 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T00_0,87326.55078125,2013-01-08 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T01_0,87416.6328125,2013-01-08 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T02_0,87492.36328125,2013-01-08 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T03_0,87520.05078125,2013-01-08 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T04_0,87528.34375,2013-01-08 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T05_0,87507.4453125,2013-01-08 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T06_0,87458.26953125,2013-01-08 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T07_0,87410.84765625,2013-01-08 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T08_0,87373.14453125,2013-01-08 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T09_0,87368.02734375,2013-01-08 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T10_0,87381.546875,2013-01-08 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T11_0,87473.44921875,2013-01-08 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T12_0,87526.51171875,2013-01-08 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T13_0,87568.2265625,2013-01-08 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T14_0,87583.7421875,2013-01-08 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T15_0,87559.08984375,2013-01-08 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T16_0,87512.0390625,2013-01-08 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T17_0,87388.92578125,2013-01-08 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T18_0,87275.02734375,2013-01-08 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T19_0,87233.0078125,2013-01-08 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T20_0,87131.08203125,2013-01-08 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T21_0,87128.56640625,2013-01-08 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T22_0,87149.52734375,2013-01-08 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130108T23_0,87226.91796875,2013-01-08 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T00_0,87282.5625,2013-01-09 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T01_0,87382.46875,2013-01-09 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T02_0,87449.8203125,2013-01-09 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T03_0,87510.8203125,2013-01-09 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T04_0,87526.96484375,2013-01-09 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T05_0,87518.421875,2013-01-09 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T06_0,87472.33984375,2013-01-09 06:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T07_0,87398.0234375,2013-01-09 07:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T08_0,87365.05859375,2013-01-09 08:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T09_0,87400.90625,2013-01-09 09:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T10_0,87433.5703125,2013-01-09 10:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T11_0,87522.671875,2013-01-09 11:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T12_0,87568.1171875,2013-01-09 12:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T13_0,87627.67578125,2013-01-09 13:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T14_0,87640.25390625,2013-01-09 14:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T15_0,87641.04296875,2013-01-09 15:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T16_0,87566.91015625,2013-01-09 16:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T17_0,87456.71875,2013-01-09 17:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T18_0,87331.0,2013-01-09 18:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T19_0,87316.03125,2013-01-09 19:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T20_0,87247.4765625,2013-01-09 20:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T21_0,87259.921875,2013-01-09 21:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T22_0,87280.1640625,2013-01-09 22:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130109T23_0,87334.76953125,2013-01-09 23:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130110T00_0,87407.23046875,2013-01-10 00:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130110T01_0,87471.1328125,2013-01-10 01:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130110T02_0,87562.7578125,2013-01-10 02:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130110T03_0,87597.6015625,2013-01-10 03:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130110T04_0,87627.64453125,2013-01-10 04:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
20130110T05_0,87582.9375,2013-01-10 05:00:00,"{""type"":""Point"",""coordinates"":[-74.48,5.009999999999999]}"
